imagefilename,imageiotime,predictiontime,totalcomputetime,payloadsize
ILSVRC2012_test_00000035_52.JPEG,0.16926000267267227,1.2989691160619259,1.4682291187345982,764
ILSVRC2012_test_00000035_26.JPEG,0.08448054594919086,0.5890473932959139,0.6735279392451048,764
ILSVRC2012_test_00000035_31.JPEG,0.07517065526917577,0.6181220896542072,0.693292744923383,764
ILSVRC2012_test_00000035_56.JPEG,0.09384497674182057,0.6099696992896497,0.7038146760314703,764
ILSVRC2012_test_00000035_68.JPEG,0.09337128093466163,0.5943286879919469,0.6876999689266086,764
ILSVRC2012_test_00000035_24.JPEG,0.09703398868441582,0.592016601935029,0.6890505906194448,764
ILSVRC2012_test_00000035_75.JPEG,0.09634692501276731,0.5973960100673139,0.6937429350800812,764
ILSVRC2012_test_00000035_11.JPEG,0.09522024169564247,0.5875044330023229,0.6827246746979654,764
ILSVRC2012_test_00000035_92.JPEG,0.09614553395658731,0.59818314621225,0.6943286801688373,764
ILSVRC2012_test_00000035_42.JPEG,0.09318287437781692,0.6102487025782466,0.7034315769560635,764
ILSVRC2012_test_00000035_60.JPEG,0.0965749230235815,0.5832533310167491,0.6798282540403306,764
ILSVRC2012_test_00000035_63.JPEG,0.09544946206733584,0.5999420238658786,0.6953914859332144,764
ILSVRC2012_test_00000035_58.JPEG,0.09620465990155935,0.5942942500114441,0.6904989099130034,764
ILSVRC2012_test_00000035_10.JPEG,0.07517676008865237,0.5792150320485234,0.6543917921371758,764
ILSVRC2012_test_00000035_72.JPEG,0.07228336622938514,0.605548417661339,0.6778317838907242,764
ILSVRC2012_test_00000035_4.JPEG,0.07895921170711517,0.6101024812087417,0.6890616929158568,763
ILSVRC2012_test_00000035_7.JPEG,0.09554833499714732,0.5702206189744174,0.6657689539715648,763
ILSVRC2012_test_00000035_47.JPEG,0.09378230199217796,0.5949296648614109,0.6887119668535888,764
ILSVRC2012_test_00000035_29.JPEG,0.07239199290052056,0.6274840412661433,0.6998760341666639,764
ILSVRC2012_test_00000035_99.JPEG,0.07279598526656628,0.6044009886682034,0.6771969739347696,764
