ILSVRC2012_test_00000035_52.JPEG,2420184,2050,2318,2166386.306315797,2166386.31610451,2166387.604719836
ILSVRC2012_test_00000035_26.JPEG,2420184,2050,2318,2166387.690103674,2166387.692187799,2166388.278708568
ILSVRC2012_test_00000035_31.JPEG,2420184,2050,2318,2166388.354618642,2166388.358511342,2166388.972414952
ILSVRC2012_test_00000035_56.JPEG,2420184,2050,2318,2166389.066797686,2166389.070614752,2166389.676392798
ILSVRC2012_test_00000035_68.JPEG,2420184,2050,2318,2166389.770405172,2166389.772501557,2166390.364345031
ILSVRC2012_test_00000035_24.JPEG,2420184,2050,2318,2166390.462662032,2166390.466473574,2166391.054223557
ILSVRC2012_test_00000035_75.JPEG,2420184,2050,2318,2166391.151321082,2166391.15510194,2166391.748350696
ILSVRC2012_test_00000035_11.JPEG,2420184,2050,2318,2166391.844180837,2166391.84633217,2166392.431244204
ILSVRC2012_test_00000035_92.JPEG,2420184,2050,2318,2166392.528130259,2166392.531941728,2166393.125842226
ILSVRC2012_test_00000035_42.JPEG,2420184,2050,2318,2166393.219816089,2166393.223754555,2166393.829625268
ILSVRC2012_test_00000035_60.JPEG,2420184,2050,2318,2166393.926952013,2166393.929068433,2166394.509826709
ILSVRC2012_test_00000035_63.JPEG,2420184,2050,2318,2166394.605908581,2166394.609762722,2166395.205432275
ILSVRC2012_test_00000035_58.JPEG,2420184,2050,2318,2166395.302868752,2166395.30707428,2166395.896768848
ILSVRC2012_test_00000035_10.JPEG,2420184,2050,2318,2166395.972639173,2166395.974566107,2166396.551432388
ILSVRC2012_test_00000035_72.JPEG,2420184,2050,2318,2166396.624470041,2166396.628231309,2166397.229604705
ILSVRC2012_test_00000035_4.JPEG,2420184,2050,2318,2166397.309791279,2166397.313533607,2166397.919540655
ILSVRC2012_test_00000035_7.JPEG,2420184,2050,2318,2166398.016056283,2166398.01831499,2166398.585959128
ILSVRC2012_test_00000035_47.JPEG,2420184,2050,2318,2166398.680265759,2166398.684245688,2166399.274758528
ILSVRC2012_test_00000035_29.JPEG,2420184,2050,2318,2166399.348440731,2166399.352378101,2166399.975640697
ILSVRC2012_test_00000035_99.JPEG,2420184,2050,2318,2166400.04892622,2166400.051349025,2166400.652945187
