imagefilename,imageiotime,predictiontime,totalcomputetime,payloadsize
ILSVRC2012_test_00000035_51.JPEG,0.09448711201548576,0.028948688879609108,0.12343580089509487,762
ILSVRC2012_test_00000035_39.JPEG,0.09576560696586967,0.03011647006496787,0.12588207703083754,762
ILSVRC2012_test_00000035_5.JPEG,0.09444040199741721,0.029983111191540956,0.12442351318895817,761
ILSVRC2012_test_00000035_27.JPEG,0.0950239053927362,0.03025938058272004,0.12528328597545624,762
ILSVRC2012_test_00000035_82.JPEG,0.09501464571803808,0.02904116129502654,0.12405580701306462,762
ILSVRC2012_test_00000035_62.JPEG,0.09521079901605844,0.03137799212709069,0.12658879114314914,762
ILSVRC2012_test_00000035_21.JPEG,0.09380389284342527,0.027705867774784565,0.12150976061820984,762
ILSVRC2012_test_00000035_12.JPEG,0.09729124372825027,0.029191700275987387,0.12648294400423765,762
ILSVRC2012_test_00000035_96.JPEG,0.09495398588478565,0.02885519340634346,0.12380917929112911,762
ILSVRC2012_test_00000035_34.JPEG,0.09452497633174062,0.0296343257650733,0.12415930209681392,762
ILSVRC2012_test_00000035_8.JPEG,0.09656144585460424,0.029917960986495018,0.12647940684109926,761
ILSVRC2012_test_00000035_100.JPEG,0.09456499433144927,0.02978825382888317,0.12435324816033244,763
ILSVRC2012_test_00000035_17.JPEG,0.0944898808375001,0.02845621993765235,0.12294610077515244,762
ILSVRC2012_test_00000035_30.JPEG,0.09666588762775064,0.031206937972456217,0.12787282560020685,762
ILSVRC2012_test_00000035_66.JPEG,0.09532635472714901,0.028528973925858736,0.12385532865300775,762
ILSVRC2012_test_00000035_85.JPEG,0.09490571590140462,0.029046514071524143,0.12395222997292876,762
ILSVRC2012_test_00000035_65.JPEG,0.09648403525352478,0.02971276780590415,0.12619680305942893,762
ILSVRC2012_test_00000035_73.JPEG,0.09559660218656063,0.030509653966873884,0.12610625615343451,762
ILSVRC2012_test_00000035_71.JPEG,0.09390815207734704,0.027748503256589174,0.12165665533393621,762
ILSVRC2012_test_00000035_16.JPEG,0.09487221436575055,0.03151797270402312,0.12639018706977367,762
ILSVRC2012_test_00000035_81.JPEG,0.09639429207891226,0.029267258942127228,0.12566155102103949,762
ILSVRC2012_test_00000035_69.JPEG,0.09425694774836302,0.029905519913882017,0.12416246766224504,762
ILSVRC2012_test_00000035_87.JPEG,0.09672865411266685,0.028737312648445368,0.1254659667611122,762
ILSVRC2012_test_00000035_43.JPEG,0.09645787021145225,0.031067554838955402,0.12752542505040765,762
ILSVRC2012_test_00000035_32.JPEG,0.09817871125414968,0.027931376826018095,0.12611008808016777,762
ILSVRC2012_test_00000035_86.JPEG,0.0955485301092267,0.030207806266844273,0.12575633637607098,762
ILSVRC2012_test_00000035_89.JPEG,0.09483616100624204,0.02972517628222704,0.12456133728846908,762
ILSVRC2012_test_00000035_76.JPEG,0.09439080534502864,0.029502115678042173,0.12389292102307081,762
ILSVRC2012_test_00000035_91.JPEG,0.09568464197218418,0.029071257915347815,0.124755899887532,762
ILSVRC2012_test_00000035_54.JPEG,0.09459432400763035,0.029496651608496904,0.12409097561612725,762
ILSVRC2012_test_00000035_80.JPEG,0.09365989174693823,0.027854706160724163,0.12151459790766239,762
ILSVRC2012_test_00000035_1.JPEG,0.09792162477970123,0.029563373886048794,0.12748499866575003,761
ILSVRC2012_test_00000035_84.JPEG,0.09649031609296799,0.029253900982439518,0.1257442170754075,762
ILSVRC2012_test_00000035_90.JPEG,0.09201486594974995,0.028975578024983406,0.12099044397473335,762
ILSVRC2012_test_00000035_18.JPEG,0.09668778721243143,0.029498832765966654,0.12618661997839808,762
ILSVRC2012_test_00000035_45.JPEG,0.09635747270658612,0.02995211025699973,0.12630958296358585,762
ILSVRC2012_test_00000035_57.JPEG,0.09546116879209876,0.028806068934500217,0.12426723772659898,762
ILSVRC2012_test_00000035_36.JPEG,0.09595546685159206,0.02986109908670187,0.12581656593829393,762
ILSVRC2012_test_00000035_61.JPEG,0.0954878400079906,0.029340336099267006,0.1248281761072576,762
ILSVRC2012_test_00000035_41.JPEG,0.09477330092340708,0.028377616312354803,0.12315091723576188,762
ILSVRC2012_test_00000035_28.JPEG,0.09644926013424993,0.028614815790206194,0.12506407592445612,762
ILSVRC2012_test_00000035_49.JPEG,0.09469394106417894,0.03038340760394931,0.12507734866812825,762
ILSVRC2012_test_00000035_20.JPEG,0.09580886596813798,0.027731067966669798,0.12353993393480778,762
ILSVRC2012_test_00000035_37.JPEG,0.09569855406880379,0.029690498020499945,0.12538905208930373,762
ILSVRC2012_test_00000035_67.JPEG,0.0951512809842825,0.02960101794451475,0.12475229892879725,762
ILSVRC2012_test_00000035_88.JPEG,0.09416920598596334,0.02892986685037613,0.12309907283633947,762
ILSVRC2012_test_00000035_23.JPEG,0.09484423417598009,0.028926366940140724,0.12377060111612082,762
ILSVRC2012_test_00000035_14.JPEG,0.09656602097675204,0.029206116683781147,0.1257721376605332,762
ILSVRC2012_test_00000035_13.JPEG,0.096808813046664,0.02841400308534503,0.12522281613200903,762
ILSVRC2012_test_00000035_44.JPEG,0.09503623098134995,0.029209407046437263,0.12424563802778721,762
ILSVRC2012_test_00000035_2.JPEG,0.0956781767308712,0.029072219971567392,0.12475039670243859,761
ILSVRC2012_test_00000035_33.JPEG,0.09564837580546737,0.02865162817761302,0.12430000398308039,762
ILSVRC2012_test_00000035_70.JPEG,0.09544726461172104,0.029429576359689236,0.12487684097141027,762
ILSVRC2012_test_00000035_35.JPEG,0.09514626767486334,0.03147461637854576,0.1266208840534091,762
ILSVRC2012_test_00000035_53.JPEG,0.09374979697167873,0.027367106173187494,0.12111690314486623,762
ILSVRC2012_test_00000035_6.JPEG,0.09833956323564053,0.02960250899195671,0.12794207222759724,761
