ILSVRC2012_test_00000035_52.JPEG,2420184,2050,2318,2165731.950474815,2165731.952852419,2165731.978809238
ILSVRC2012_test_00000035_26.JPEG,2420184,2050,2318,2165732.055639926,2165732.059461967,2165732.082707302
ILSVRC2012_test_00000035_31.JPEG,2420184,2050,2318,2165732.150760886,2165732.154344796,2165732.178827319
ILSVRC2012_test_00000035_56.JPEG,2420184,2050,2318,2165732.24702789,2165732.249678532,2165732.275313183
ILSVRC2012_test_00000035_68.JPEG,2420184,2050,2318,2165732.350139514,2165732.353678226,2165732.378543922
ILSVRC2012_test_00000035_24.JPEG,2420184,2050,2318,2165732.454856677,2165732.458589527,2165732.48390451
ILSVRC2012_test_00000035_75.JPEG,2420184,2050,2318,2165732.584224962,2165732.587819184,2165732.612985545
ILSVRC2012_test_00000035_11.JPEG,2420184,2050,2318,2165732.707656483,2165732.711823727,2165732.737250212
ILSVRC2012_test_00000035_92.JPEG,2420184,2050,2318,2165732.834199018,2165732.837878123,2165732.862735198
ILSVRC2012_test_00000035_42.JPEG,2420184,2050,2318,2165732.959634225,2165732.962412041,2165732.987167235
ILSVRC2012_test_00000035_60.JPEG,2420184,2050,2318,2165733.083922082,2165733.087566369,2165733.114326933
ILSVRC2012_test_00000035_63.JPEG,2420184,2050,2318,2165733.211232432,2165733.21545984,2165733.238879002
ILSVRC2012_test_00000035_58.JPEG,2420184,2050,2318,2165733.335507078,2165733.338522251,2165733.363265503
ILSVRC2012_test_00000035_10.JPEG,2420184,2050,2318,2165733.459990841,2165733.463725582,2165733.488516374
ILSVRC2012_test_00000035_72.JPEG,2420184,2050,2318,2165733.585975882,2165733.589666646,2165733.615616245
ILSVRC2012_test_00000035_4.JPEG,2420184,2050,2318,2165733.712081494,2165733.71462652,2165733.739049625
ILSVRC2012_test_00000035_7.JPEG,2420184,2050,2318,2165733.836305362,2165733.839882521,2165733.865510009
ILSVRC2012_test_00000035_47.JPEG,2420184,2050,2318,2165733.963065682,2165733.966895848,2165733.991702363
ILSVRC2012_test_00000035_29.JPEG,2420184,2050,2318,2165734.089494272,2165734.092671904,2165734.117702969
ILSVRC2012_test_00000035_99.JPEG,2420184,2050,2318,2165734.21593005,2165734.219868559,2165734.245352393
ILSVRC2012_test_00000035_79.JPEG,2420184,2050,2318,2165734.341173502,2165734.344919136,2165734.369686014
ILSVRC2012_test_00000035_3.JPEG,2420184,2050,2318,2165734.466730915,2165734.469434266,2165734.494531112
ILSVRC2012_test_00000035_46.JPEG,2420184,2050,2318,2165734.591999667,2165734.595706663,2165734.621148058
ILSVRC2012_test_00000035_48.JPEG,2420184,2050,2318,2165734.716903907,2165734.721171739,2165734.747368792
ILSVRC2012_test_00000035_94.JPEG,2420184,2050,2318,2165734.842696203,2165734.845676343,2165734.871175475
ILSVRC2012_test_00000035_38.JPEG,2420184,2050,2318,2165734.967348606,2165734.971194251,2165734.995998944
ILSVRC2012_test_00000035_97.JPEG,2420184,2050,2318,2165735.090612267,2165735.094294425,2165735.119272159
ILSVRC2012_test_00000035_83.JPEG,2420184,2050,2318,2165735.214239743,2165735.216621324,2165735.242044573
ILSVRC2012_test_00000035_64.JPEG,2420184,2050,2318,2165735.339683192,2165735.343655439,2165735.370419879
ILSVRC2012_test_00000035_40.JPEG,2420184,2050,2318,2165735.467243376,2165735.471030821,2165735.49577533
ILSVRC2012_test_00000035_15.JPEG,2420184,2050,2318,2165735.59342938,2165735.596430108,2165735.623571144
ILSVRC2012_test_00000035_25.JPEG,2420184,2050,2318,2165735.71510564,2165735.719288869,2165735.744050096
ILSVRC2012_test_00000035_50.JPEG,2420184,2050,2318,2165735.835733825,2165735.839781629,2165735.867148885
