imagefilename,imageiotime,predictiontime,totalcomputetime,payloadsize
ILSVRC2012_test_00000035_52.JPEG,0.08349922625347972,0.42113366071134806,0.5046328869648278,809
ILSVRC2012_test_00000035_26.JPEG,0.07623217301443219,0.11254772637039423,0.18877989938482642,809
ILSVRC2012_test_00000035_31.JPEG,0.08529197378084064,0.11888151615858078,0.20417348993942142,809
ILSVRC2012_test_00000035_56.JPEG,0.07873446587473154,0.1152553390711546,0.19398980494588614,809
ILSVRC2012_test_00000035_68.JPEG,0.08219251921400428,0.11901583196595311,0.2012083511799574,809
ILSVRC2012_test_00000035_24.JPEG,0.07458832720294595,0.11793887289240956,0.1925272000953555,809
ILSVRC2012_test_00000035_75.JPEG,0.086941032204777,0.11539661278948188,0.20233764499425888,809
ILSVRC2012_test_00000035_11.JPEG,0.07174276700243354,0.1200395398773253,0.19178230687975883,809
ILSVRC2012_test_00000035_92.JPEG,0.08192499587312341,0.1151332319714129,0.1970582278445363,809
ILSVRC2012_test_00000035_42.JPEG,0.074673674069345,0.11339396610856056,0.18806764017790556,809
ILSVRC2012_test_00000035_60.JPEG,0.07831819774582982,0.11896947026252747,0.1972876680083573,809
ILSVRC2012_test_00000035_63.JPEG,0.09820258291438222,0.11289412993937731,0.21109671285375953,809
ILSVRC2012_test_00000035_58.JPEG,0.09861445659771562,0.11332035716623068,0.2119348137639463,809
ILSVRC2012_test_00000035_10.JPEG,0.09899377776309848,0.11568761523813009,0.21468139300122857,809
ILSVRC2012_test_00000035_72.JPEG,0.09711161907762289,0.11525810183957219,0.21236972091719508,809
ILSVRC2012_test_00000035_4.JPEG,0.09698383091017604,0.11978176096454263,0.21676559187471867,808
ILSVRC2012_test_00000035_7.JPEG,0.09795231092721224,0.11528662871569395,0.2132389396429062,808
ILSVRC2012_test_00000035_47.JPEG,0.09812558209523559,0.119768634904176,0.21789421699941158,809
ILSVRC2012_test_00000035_29.JPEG,0.0986939943395555,0.11710816575214267,0.21580216009169817,809
ILSVRC2012_test_00000035_99.JPEG,0.09896208485588431,0.11707652918994427,0.21603861404582858,809
ILSVRC2012_test_00000035_79.JPEG,0.09750649472698569,0.11584398010745645,0.21335047483444214,809
ILSVRC2012_test_00000035_3.JPEG,0.09766488708555698,0.11230211099609733,0.2099669980816543,808
ILSVRC2012_test_00000035_46.JPEG,0.09922073828056455,0.13807026064023376,0.2372909989207983,809
ILSVRC2012_test_00000035_48.JPEG,0.09846804896369576,0.13617567904293537,0.23464372800663114,809
ILSVRC2012_test_00000035_94.JPEG,0.09774277172982693,0.1362888840958476,0.23403165582567453,809
ILSVRC2012_test_00000035_38.JPEG,0.09535165363922715,0.13238328834995627,0.22773494198918343,809
ILSVRC2012_test_00000035_97.JPEG,0.09828280890360475,0.11686639301478863,0.21514920191839337,809
ILSVRC2012_test_00000035_83.JPEG,0.09796603675931692,0.11529763787984848,0.2132636746391654,809
ILSVRC2012_test_00000035_64.JPEG,0.09738811291754246,0.11951133515685797,0.21689944807440042,809
ILSVRC2012_test_00000035_40.JPEG,0.09674178389832377,0.1153840241022408,0.21212580800056458,809
ILSVRC2012_test_00000035_15.JPEG,0.09549349918961525,0.11500814417377114,0.2105016433633864,809
ILSVRC2012_test_00000035_25.JPEG,0.09493252774700522,0.11676681786775589,0.21169934561476111,809
ILSVRC2012_test_00000035_50.JPEG,0.0970939970575273,0.11676249094307423,0.21385648800060153,809
ILSVRC2012_test_00000035_19.JPEG,0.09570979187265038,0.12831680476665497,0.22402659663930535,809
ILSVRC2012_test_00000035.JPEG,0.10847243573516607,0.1188298063352704,0.22730224207043648,806
ILSVRC2012_test_00000035_22.JPEG,0.09336436819285154,0.11921324115246534,0.2125776093453169,809
